regiao,area,homem,branco,idade,anos_estudo,renda_trabalho,peso
2,3,0,1,49,0,500,576.9501069
2,3,0,0,31,16,1600,411.73029144
2,3,1,0,60,12,1550,411.73029144
2,3,0,1,44,12,1243,305.28117396
2,3,1,0,32,12,1800,485.30151284
2,3,0,0,41,12,2000,367.80040275
2,3,1,0,57,16,7500,367.80040275
2,3,0,0,38,12,1400,600.55029008
2,1,1,0,44,3,640,325.79072725
2,1,1,1,27,9,600,376.11919262
2,1,1,0,37,11,1100,366.52302829
2,1,1,0,35,12,1100,280.14484421
2,1,0,0,30,12,500,262.28386185
2,3,0,1,21,12,1100,709.82747166
2,3,0,0,53,12,1200,970.41076349
2,3,1,0,30,12,1100,970.41076349
2,3,1,0,28,12,1100,970.41076349
2,3,1,1,26,14,2500,1398.10014948
2,3,1,1,41,12,1500,673.87959193
2,2,1,1,41,7,3500,839.34927983
2,2,0,0,20,12,1200,839.34927983
2,2,1,0,48,5,1500,534.74979881
2,2,0,0,49,16,1000,534.74979881
2,2,1,0,38,9,300,662.52791727
2,2,1,1,65,6,6000,484.11023072
2,2,1,0,49,8,1800,612.67228262
2,2,1,1,69,12,1100,392.26295611
2,2,1,0,39,16,2500,722.02133384
2,2,0,0,41,13,1100,722.02133384
2,2,1,1,38,11,1200,314.05518929
2,2,0,0,32,12,1100,267.59134329
2,2,1,0,44,12,1100,240.97623604
2,2,0,0,41,12,1100,240.97623604
2,2,0,0,37,12,1100,308.66638747
2,2,1,0,43,4,1600,308.66638747
2,2,1,0,52,12,2500,251.47965008
2,2,0,0,25,16,2000,251.47965008
2,2,0,0,49,12,1100,232.58595468
2,2,1,0,26,12,300,363.88246466
2,2,1,1,66,16,2000,463.48188422
2,2,1,0,48,12,2000,507.74155265
2,2,0,0,57,15,4000,271.83513035
2,2,1,0,62,12,1100,356.17910944
2,2,0,0,43,8,1100,356.17910944
2,2,1,0,25,7,800,508.53333496
2,2,0,0,38,16,1100,439.80871207
2,2,1,0,37,16,2400,439.80871207
2,2,0,0,32,16,2500,420.82314616
2,2,1,0,32,12,1100,420.82314616
2,2,1,0,47,5,100,325.09148919
2,2,0,0,51,0,400,274.58869578
2,2,1,0,50,0,1100,274.58869578
2,2,1,0,43,12,1045,313.30741073
2,2,1,0,34,12,1100,391.42082533
2,2,0,0,27,12,1100,439.77055425
2,2,1,1,32,9,1100,439.77055425
2,2,1,1,32,9,1700,433.61724528
2,2,0,1,29,12,1100,433.61724528
2,3,1,1,47,12,2400,434.83740699
2,3,0,1,37,12,1320,446.63670917
2,3,1,0,49,12,3500,372.90256769
2,3,1,0,40,16,1500,372.90256769
2,3,1,0,32,16,3100,791.34239156
2,3,1,0,42,16,1600,543.88837257
2,3,1,1,41,16,3000,543.88837257
2,2,0,0,51,12,300,624.8966398
2,2,0,0,29,16,1500,624.8966398
2,2,1,0,20,12,1100,620.9087882
2,2,0,0,55,10,1500,616.54416521
2,2,1,0,32,6,1100,616.54416521
2,2,1,0,25,12,1500,1046.81758751
2,2,0,0,23,15,1000,1046.81758751
2,2,1,0,23,12,1400,592.3602458300001
2,2,0,0,31,16,1500,743.41918204
2,2,0,0,30,10,800,523.45852339
2,2,0,0,45,6,250,339.94102625
2,2,1,0,42,4,800,527.85279214
2,2,1,0,42,6,800,527.85279214
2,3,1,0,47,9,2000,807.60552548
2,3,0,0,25,9,900,1331.97228056
2,3,1,0,51,9,1000,859.77138269
2,3,0,0,33,9,1100,859.77138269
2,3,1,0,22,12,1200,1092.46652785
2,3,1,0,48,9,1200,899.18696725
2,3,1,0,30,12,1000,899.18696725
2,3,0,0,59,12,2000,830.61970797
2,3,0,0,31,12,1300,830.61970797
2,3,0,0,23,12,1200,830.61970797
2,3,1,0,42,12,1600,820.39554256
2,3,0,0,41,6,1000,820.39554256
2,3,1,0,41,12,1200,1005.89709608
2,3,1,0,58,5,1100,719.48233242
2,3,1,0,53,7,1000,735.6128020800001
2,3,0,0,56,6,300,892.38766111
2,3,0,0,48,16,500,701.75084791
2,1,1,1,54,6,300,199.82220249
2,1,1,0,51,0,350,253.11830894
2,1,1,0,29,9,1000,259.88073973
2,1,1,0,58,6,600,227.00502437
2,1,1,0,47,0,500,232.83738274
2,3,1,0,29,12,1100,1218.06583102
2,3,1,0,60,1,1100,491.58774718
2,3,1,0,43,9,1100,810.60847468
2,3,0,0,31,12,1100,810.60847468
2,3,0,0,52,2,500,836.06681198
2,3,1,1,40,12,3000,797.4666667499999
2,3,0,1,49,16,2500,571.6143120200001
2,3,1,0,54,5,2400,658.17666777
2,3,0,0,38,7,350,658.17666777
2,3,1,1,27,9,250,943.86592898
2,3,1,1,44,10,800,891.06834925
2,3,1,1,49,3,1400,622.52619161
2,1,1,0,72,12,1500,347.95628769
2,1,1,0,23,12,900,350.58816632
2,1,1,0,29,12,1045,469.16782602
2,1,1,0,22,12,1100,367.34919275
2,2,1,0,28,12,2000,795.46958898
2,2,0,0,56,12,2000,467.56751929
2,2,1,1,49,9,1045,467.56751929
2,2,1,0,60,8,2090,535.2393618800001
2,2,1,0,26,13,1045,857.5439221
2,2,1,0,30,16,4200,637.34770471
2,2,0,1,31,16,2500,637.34770471
2,1,0,0,22,10,200,526.79163887
2,1,1,0,40,9,900,526.79163887
2,1,0,0,32,15,740,249.34417164
2,1,1,0,35,3,100,403.45616173
2,1,1,0,54,0,3000,247.28282833
2,3,1,0,36,11,1600,3226.32173607
2,3,1,0,24,16,1100,3983.31586578
2,3,1,1,33,12,1100,3983.31586578
2,3,1,0,40,12,2080,2424.32988528
2,3,0,0,37,12,1300,2424.32988528
2,3,0,0,54,7,800,2320.40089254
2,3,1,0,22,7,550,2320.40089254
2,3,0,0,34,16,1600,1050.33566538
2,3,1,0,36,12,1200,1456.95852361
2,3,1,0,24,12,1100,1066.53853757
2,3,1,0,39,12,1300,1131.29596698
2,3,0,0,40,12,1100,1131.29596698
2,3,1,0,23,12,1100,1131.29596698
2,3,0,0,34,9,800,1285.22622854
2,3,1,1,30,12,1300,1285.22622854
2,3,1,0,25,8,900,1085.21539637
2,2,1,0,41,12,2500,443.66900717
2,2,0,0,38,16,5000,443.66900717
2,2,1,1,22,14,400,440.6565154
2,2,0,0,29,8,300,776.64413752
2,2,1,0,47,12,2000,418.74651172
2,2,1,1,31,14,2500,424.80228618
2,2,1,1,40,1,3000,404.43361685
2,2,0,0,41,9,900,404.43361685
2,2,1,0,23,12,3000,2896.90590787
2,2,1,1,46,14,5000,1987.41396632
2,3,1,0,26,15,500,2262.71968082
2,3,0,0,58,12,1200,2170.3886828
2,3,1,1,56,9,2500,2170.3886828
2,3,1,0,32,11,1000,2382.7811016
2,3,0,0,22,12,1200,2382.7811016
2,3,0,0,60,12,1450,2382.7811016
2,3,1,0,52,0,1045,337.78340011
2,3,1,0,45,10,1045,460.17643718
2,3,0,0,38,12,1045,460.17643718
2,3,1,0,35,12,1200,510.0101672
2,3,1,0,26,12,1200,492.64835636
2,3,1,0,77,3,500,262.81240683
2,3,1,1,53,8,1400,262.81240683
2,3,1,1,59,6,1100,329.44201148
2,3,1,0,26,12,1045,358.96784403
2,3,1,0,32,9,550,675.31155237
2,3,1,0,35,12,1150,689.59690792
2,3,1,0,68,0,1100,473.83325321
2,3,0,0,38,10,1600,492.33832069
2,3,1,0,47,10,2500,492.33832069
2,3,1,1,20,11,1100,492.33832069
2,3,0,1,26,12,1400,638.22059611
2,3,1,0,26,12,1500,638.22059611
2,3,1,1,85,0,350,466.70185438
2,3,1,1,33,8,1100,466.70185438
2,3,1,0,45,9,1500,406.89401817
2,3,1,0,65,6,1000,429.97307465
2,3,0,0,67,0,350,429.97307465
2,3,1,0,20,5,250,429.97307465
2,2,0,0,48,2,120,547.3409232400001
2,2,1,0,51,5,1000,786.57597557
2,2,0,0,26,12,1100,786.57597557
2,2,1,1,57,4,200,412.61495641
2,2,1,0,31,16,5000,624.41227887
2,2,0,0,32,16,1100,686.18477402
2,2,1,1,38,12,1200,686.18477402
2,2,1,1,37,12,1000,765.8050239100001
2,3,0,0,29,10,500,479.15212886
2,3,0,0,32,12,1200,524.24838956
2,3,0,0,23,13,1100,412.76943574
2,3,1,0,62,9,1800,487.74449029
2,3,0,1,51,12,1300,487.74449029
2,3,1,1,28,10,2000,487.74449029
2,3,1,0,40,5,1100,665.80939222
2,3,1,0,45,4,2000,484.53095112
2,3,1,0,36,10,1100,557.15494529
2,3,0,1,34,10,1100,557.15494529
2,3,1,0,43,11,2000,591.2727339100001
2,3,1,0,35,3,1200,563.68661336
2,1,1,1,39,12,2000,566.72468412
2,1,0,0,29,12,2000,566.72468412
2,1,1,0,33,12,1100,518.78540326
2,1,1,0,21,12,1100,518.78540326
2,1,1,0,34,5,500,597.55017229
2,1,1,0,31,6,1400,625.46729625
2,2,0,0,38,12,1100,295.43435848
2,2,1,0,32,16,1500,295.43435848
2,2,0,1,61,0,1100,219.70291802
2,2,1,0,41,5,1160,243.39336679
2,2,0,1,72,2,320,153.31764962
2,2,1,0,40,12,1500,209.91485
2,2,1,1,19,12,1100,174.54256121
2,1,1,1,40,9,250,317.00553519
2,1,1,0,41,9,1045,273.52006942
2,1,0,0,44,12,1045,273.52006942
2,1,1,1,39,6,2000,289.53661068
2,1,1,0,25,12,1100,320.65290686
2,1,1,0,34,5,400,402.58208781
2,1,0,0,34,12,1500,295.34930381
2,1,1,0,41,5,200,465.00065772
2,1,1,0,46,7,1200,379.0323777
2,1,1,0,27,12,100,379.0323777
2,1,1,0,43,12,245,424.72226605
2,1,1,0,40,12,200,433.90477673
2,1,1,0,36,9,1300,523.15318641
2,1,1,1,26,12,100,593.06068699
2,2,1,0,56,9,650,329.13389429
2,2,0,0,25,12,200,424.01389407
2,2,1,0,35,9,500,515.85486051
2,2,1,0,63,0,480,386.69138674
2,2,0,0,30,16,1045,424.21995481
2,1,0,0,48,5,550,349.07167338
2,1,1,0,47,0,1100,349.07167338
2,1,1,0,64,5,800,305.82044738
2,1,1,0,31,5,150,871.1308559
2,1,0,0,45,12,900,322.30136694
2,1,1,0,31,12,1100,390.24403213
2,1,1,1,24,10,1100,695.67680782
2,3,1,0,17,11,500,2936.46458536
2,3,1,1,25,14,1400,3766.15902101
2,3,0,0,48,12,1490,431.67456771
2,3,1,0,39,13,3000,425.24076195
2,3,0,1,35,16,3500,425.24076195
2,3,0,0,42,12,1270,392.26900236
2,3,1,0,33,11,2500,794.75337374
2,3,1,1,23,16,3300,463.67571429
2,3,1,0,45,12,3200,463.67571429
2,3,0,1,41,12,1800,463.67571429
2,3,1,0,22,13,1500,463.67571429
2,3,1,0,40,1,750,488.17718062
2,1,1,0,53,4,600,445.89193562
2,1,0,0,35,12,1100,492.82301152
2,1,1,0,32,6,350,650.06873675
2,1,1,0,59,3,1100,395.28385367
2,1,1,0,52,5,250,491.34076425
2,2,1,1,29,12,950,744.54166644
2,2,0,0,54,12,500,665.03328306
2,2,0,0,40,9,1045,654.5880342
2,2,0,0,23,12,1045,654.5880342
2,2,1,1,53,12,1800,724.8221749099999
2,2,0,0,19,12,300,417.71346373
2,2,0,0,29,12,1100,377.84330559
2,2,1,0,45,9,3000,447.00804755
2,2,0,0,22,12,1100,447.00804755
2,2,1,0,38,12,700,565.88707478
2,2,1,1,34,12,900,645.45393092
2,2,0,1,27,12,1000,645.45393092
2,2,1,0,48,12,1500,464.64142433
2,2,0,0,26,16,2500,464.64142433
2,1,0,0,58,7,1100,616.38407932
2,1,1,0,37,10,1250,616.38407932
2,1,1,0,30,12,400,828.76058299
2,1,1,0,49,7,1100,540.45236298
2,3,1,0,53,12,2200,1134.69056713
2,3,0,0,54,12,1045,1134.69056713
2,3,1,0,34,15,1100,2169.24470959
2,3,0,0,38,12,1030,1344.77903311
2,3,1,0,45,14,1200,1160.87174496
2,3,0,0,21,15,1200,1160.87174496
2,3,1,0,18,11,1000,1160.87174496
2,3,1,0,45,5,3000,1149.41611583
2,3,0,0,33,12,400,2205.63063712
2,1,1,0,31,12,500,288.5959517
2,1,0,1,29,16,1100,288.5959517
2,1,1,0,45,5,500,172.65551922
2,1,1,1,55,3,900,131.28420067
2,1,1,0,55,9,1500,154.02422849
2,1,1,0,47,0,2300,154.79170531
2,2,1,0,38,2,600,407.68780899
2,2,1,1,23,11,1100,777.22583732
2,2,1,0,21,12,880,540.52426157
2,2,1,0,56,1,1200,634.3606478100001
2,2,0,1,38,15,1100,411.75594843
2,2,0,0,45,2,400,533.7542822200001
2,2,1,0,33,2,400,655.18641572
2,2,1,0,23,9,400,600.07352225
2,2,1,0,25,9,500,564.08951617
2,2,1,0,21,12,300,564.08951617
2,2,0,0,31,15,1600,423.10039923
2,2,1,1,60,1,1800,494.22036633
2,2,0,0,36,12,2800,494.22036633
2,1,1,0,16,10,350,262.65771358
2,1,0,0,30,16,2300,259.77825281
2,1,0,0,45,7,560,242.32486761
2,1,1,0,44,3,980,242.32486761
2,1,1,1,64,5,1045,267.08137807
2,1,1,1,24,15,1500,267.08137807
2,1,1,0,45,16,5000,229.43853964
2,1,0,1,47,7,250,260.97379747
2,1,0,1,21,13,300,260.97379747
2,1,1,0,18,12,1000,260.97379747
2,1,1,0,45,7,1045,272.67110777
2,3,0,0,54,11,800,1120.76228426
2,3,1,0,40,12,1400,2166.76987664
2,3,0,0,32,12,700,2212.59629497
2,3,1,1,48,6,1045,1495.54005412
2,2,1,1,59,2,600,960.99802156
2,2,1,1,42,13,600,960.99802156
2,2,1,0,19,11,1100,1018.70971394
2,1,1,1,39,12,500,344.97280697
2,1,1,1,47,12,1100,300.08906875
2,1,1,0,49,12,400,266.30590466
2,2,0,1,44,5,200,2168.68403093
2,2,1,0,27,12,480,3247.64642752
2,2,0,0,48,2,800,1945.31442309
2,2,1,0,42,12,350,863.16050838
2,2,1,0,31,12,1100,1097.19498101
2,2,1,0,50,7,200,822.43706407
2,2,1,0,25,12,1100,822.43706407
2,2,1,0,45,16,1000,677.6719147699999
2,2,0,0,38,12,400,677.6719147699999
2,2,1,0,43,12,1100,728.99327142
2,1,1,1,47,5,200,210.90845096
2,1,1,0,26,12,1000,316.33575744
2,1,1,0,30,12,400,266.42325678
2,1,0,0,39,12,1100,233.50118469
2,1,1,0,49,0,150,240.31882803
2,1,1,0,33,12,1800,310.03591691
2,1,1,0,39,12,200,888.86492901
2,1,1,0,62,5,700,441.72184411
2,1,1,0,49,8,2500,522.98384006
2,1,1,0,41,5,1500,771.53456341
2,1,1,0,25,12,800,747.01589588
2,1,1,0,54,3,400,638.03871267
2,1,1,0,27,11,1500,627.68900409
2,1,0,0,25,9,1100,627.68900409
2,1,1,1,44,5,400,649.31325558
2,1,0,1,37,7,1000,649.31325558
2,3,0,0,34,12,1200,841.5808931399999
2,3,1,0,27,12,1300,841.5808931399999
2,3,1,0,51,5,1200,468.89450156
2,3,0,0,44,14,1800,592.98417961
2,3,1,0,42,12,5000,592.98417961
2,3,0,1,41,12,1500,629.97687694
2,3,1,1,39,12,2800,629.97687694
2,3,1,1,58,12,2000,600.33649584
2,3,1,1,28,16,2200,600.33649584
2,3,0,0,34,12,1600,681.45830303
2,1,1,0,41,4,133,360.61280667
2,1,0,0,35,12,1100,365.74564635
2,1,1,0,28,8,1700,365.74564635
2,1,1,1,65,2,101,380.821292
2,1,1,1,26,12,200,380.821292
2,1,1,1,70,12,2500,358.62547899
2,3,1,0,45,12,2000,2258.79300908
2,3,0,0,45,12,1200,2258.79300908
2,3,1,0,20,13,1045,2258.79300908
2,3,0,0,60,16,8000,1870.4981653
2,3,1,0,40,16,3000,1870.4981653
2,2,1,0,46,9,1800,408.42550543
2,2,0,0,17,12,400,359.01900047
2,2,0,0,41,16,3125,217.78235866
2,1,1,1,41,12,650,379.38694499
2,1,0,1,42,12,2100,379.38694499
2,2,1,0,33,10,1200,641.12847315
2,2,0,0,56,12,1100,317.52162529
2,2,0,0,28,12,700,518.95646155
2,2,1,0,46,12,50000,486.0430613
2,2,1,0,64,7,200,472.5132153
2,2,1,1,25,12,1500,472.5132153
2,2,0,1,23,12,1150,472.5132153
2,1,1,1,46,2,300,299.75410957
2,1,0,1,25,12,1800,299.75410957
2,1,0,1,23,12,1200,299.75410957
2,1,1,0,23,8,1500,320.04420313
2,1,1,0,38,8,200,268.7641414
2,1,1,0,49,3,200,253.97111961
2,1,1,0,26,9,250,441.2599785
2,3,1,0,61,8,1100,628.7484673
2,3,0,0,63,16,11000,686.27220571
2,3,0,0,42,12,1100,321.10501867
2,3,1,0,55,6,1100,321.10501867
2,3,0,1,39,16,3000,391.82745769
2,3,1,0,37,16,3000,391.82745769
2,3,0,1,30,16,600,393.05215424
2,3,1,0,42,12,1600,423.91172011
2,3,0,1,31,13,1600,423.91172011
2,3,0,1,46,15,5500,311.3771948
2,3,1,1,50,11,1500,311.3771948
2,3,1,1,65,0,1200,264.29920986
2,3,0,1,39,16,2000,390.92429601
2,3,1,0,38,12,1800,390.92429601
2,3,1,1,35,12,700,316.83931592
2,3,1,0,41,7,1300,392.4273028
2,2,0,0,50,9,300,728.18035221
2,2,1,0,46,5,700,798.3879395400001
2,2,0,0,25,7,700,798.3879395400001
2,2,1,0,22,12,600,1309.32955354
2,2,1,0,34,9,1000,288.24431017
2,2,0,0,38,6,300,279.19048357
2,2,1,0,22,12,150,279.19048357
2,2,1,0,46,5,5000,234.86234759
2,2,1,0,51,4,300,229.68187416
2,2,1,0,70,12,1100,193.04863116
2,2,0,1,43,16,1100,227.24078797
2,2,1,0,19,12,1100,211.3467955
2,1,1,0,34,12,1200,726.47670405
2,1,0,0,26,15,1400,726.47670405
2,1,1,0,35,16,1045,430.75614238
2,1,1,0,30,9,350,743.62267896
2,1,1,1,35,5,400,738.32625679
2,1,1,0,32,9,1045,724.4707829
2,1,0,0,34,12,1045,724.4707829
2,1,1,0,41,6,1100,649.36581075
2,1,1,0,48,4,1200,527.36929823
2,2,1,0,54,6,400,450.40884338
2,2,0,0,18,12,1100,450.40884338
2,2,1,0,35,13,1100,615.60120676
2,2,1,0,40,16,4000,677.41698018
2,2,0,0,39,16,2200,677.41698018
2,2,0,0,37,10,120,486.86139581
2,2,1,1,69,4,1500,837.50324519
2,2,0,0,49,12,1500,837.50324519
2,2,1,0,35,2,1000,1149.2211363
2,2,0,1,54,12,1100,853.249989
2,2,0,1,52,16,3000,853.249989
2,2,1,0,46,8,1000,1135.94381608
2,2,1,0,48,5,600,1036.07718288
2,2,0,1,40,12,600,787.28744031
2,3,1,0,37,14,2200,387.36955487
2,3,0,0,27,16,2200,387.36955487
2,3,1,0,25,12,1100,406.06538053
2,3,1,0,52,5,1200,362.27744005
2,3,0,0,55,0,1200,362.27744005
2,3,0,0,29,16,1500,362.27744005
2,3,0,0,64,6,800,337.86219691
2,3,1,0,64,6,1100,393.90338103
2,3,1,0,18,11,800,393.90338103
2,3,1,0,49,6,1100,413.11781569
2,3,1,1,38,10,1500,430.3762985
2,3,0,1,25,16,1100,430.3762985
2,3,1,0,57,2,1100,871.7120294500001
2,3,0,0,43,16,1000,1291.00271024
2,3,1,0,20,11,500,1291.00271024
2,3,0,0,35,12,1100,1234.83108885
2,3,1,1,43,12,1100,1234.83108885
2,3,1,0,43,0,1000,1500.90661231
2,2,0,1,46,5,1100,485.32389186
2,2,0,0,27,12,1100,485.32389186
2,2,1,0,23,5,2500,526.89399029
2,2,1,0,30,12,3500,517.26857649
2,2,0,0,40,12,3500,517.26857649
2,2,1,0,54,7,2500,466.97421406
2,2,0,0,55,9,1200,466.97421406
2,2,1,0,33,12,1200,466.97421406
2,2,0,0,29,16,1200,466.97421406
2,2,1,0,35,16,1100,694.98188167
2,2,0,0,21,12,900,694.98188167
2,2,0,0,31,16,3200,677.39344009
2,2,1,1,33,16,6000,677.39344009
2,2,1,0,54,11,500,582.68429998
2,2,1,0,26,16,1100,543.95408938
2,1,0,0,37,12,400,270.75469372
2,1,1,0,17,10,400,270.75469372
2,1,1,0,42,8,900,369.79045512
2,2,0,1,48,6,400,531.72048136
2,2,1,1,58,3,500,531.72048136
2,2,1,0,52,8,1045,665.29474497
2,2,0,0,61,2,1300,302.06178195
2,2,1,1,28,12,1200,741.60824503
2,2,1,0,38,12,1100,669.43703644
2,2,1,0,31,16,1100,669.43703644
2,2,1,0,54,2,2000,329.25010223
2,3,1,1,71,16,30000,1118.33362651
2,3,1,0,32,16,4000,1873.06505308
2,3,0,1,31,16,5000,1873.06505308
2,3,1,1,59,16,47000,1029.15317345
2,3,0,1,60,16,20000,1029.15317345
2,1,1,0,47,2,500,213.45612879
2,1,0,0,44,12,1100,213.45612879
2,1,0,0,25,12,1100,213.45612879
2,1,1,1,57,7,1500,227.98182113
2,2,0,0,46,8,400,760.47186772
2,2,1,0,59,0,1100,813.67263555
2,2,1,0,24,12,600,813.67263555
2,2,1,1,46,2,600,1115.28496753
2,2,0,0,26,12,4000,1124.33455842
2,2,1,0,32,16,1300,1124.33455842
2,2,1,0,28,12,1045,894.07626179
2,2,1,0,25,12,1045,894.07626179
2,2,0,0,45,12,2000,673.28908104
2,2,1,1,40,12,1600,838.14419241
2,2,1,0,34,9,1045,733.08837295
2,2,0,1,43,12,1100,733.08837295
2,2,1,0,51,12,1100,450.66258876
2,1,1,1,28,12,1500,757.83235386
2,1,0,0,27,14,1500,757.83235386
2,1,1,1,25,16,2000,837.28679728
2,1,0,1,31,13,1100,837.28679728
2,1,0,0,29,16,1100,721.6289315300001
2,1,1,0,33,12,1100,721.6289315300001
2,1,1,1,50,5,1650,570.11443345
2,1,1,1,64,5,200,424.54926106
2,1,1,1,25,12,1100,551.7517843000001
2,1,0,0,42,11,1200,349.21813032
2,1,1,0,66,0,250,196.2591641
2,1,1,0,35,7,800,272.12776755
2,1,1,0,44,3,1000,252.45283123
2,1,1,0,49,2,65,249.22830389
2,1,1,0,24,12,800,249.22830389
2,1,0,0,21,12,400,249.22830389
2,1,1,0,46,12,350,187.42407622
2,1,1,0,65,5,350,148.36442462
2,2,1,1,31,14,1100,808.3163712000001
2,2,1,0,25,12,1800,453.78567983
2,2,0,0,58,16,1230,453.95034263
2,2,1,0,30,9,1100,453.95034263
2,2,1,0,47,9,1100,380.29870829
2,2,1,0,39,12,1300,448.6247825
2,3,1,1,44,12,1500,532.13171003
2,3,1,1,21,12,1500,532.13171003
2,3,1,0,32,12,2000,489.60190055
2,3,1,0,33,12,1500,871.79850838
2,3,1,0,60,16,600,342.95279212
2,3,0,0,56,12,600,342.95279212
2,3,0,0,38,12,300,629.3452104
2,3,0,0,48,12,1500,376.02432318
2,3,1,1,44,12,1100,466.73379613
2,3,0,0,50,12,1500,517.04120779
2,3,1,0,24,12,1000,517.04120779
2,3,1,0,55,9,1200,588.87160132
2,3,1,0,48,12,1100,390.52156199
2,3,0,0,22,12,3000,732.19092129
2,3,1,0,27,12,4000,732.19092129
2,2,0,0,46,16,1800,129.98965666
2,2,1,0,47,14,1100,177.20115797
2,2,0,0,62,16,5000,91.27636751999999
2,2,1,1,47,7,1300,162.30519563
2,2,1,0,54,16,7000,152.70920482
2,2,0,0,54,16,1100,152.70920482
2,2,0,1,36,16,1100,104.57485792
2,3,1,1,45,16,20000,868.72594185
2,3,0,0,29,16,3000,726.10578202
2,3,1,0,40,12,1100,1394.39867697
2,3,0,0,40,12,700,1120.10346423
2,3,1,0,27,12,2000,1304.44045193
2,3,0,1,33,12,2500,1276.4117379
2,2,1,0,33,12,3000,1657.67399256
2,2,1,0,40,16,3500,1906.22863954
2,2,0,0,41,16,1600,1635.354213
2,2,1,0,44,16,2500,1635.354213
2,2,1,0,19,12,1045,1336.98327013
2,2,0,0,39,15,1500,1956.86866803
2,2,1,0,41,12,1000,1956.86866803
2,2,1,1,44,12,1100,1747.69549899
2,2,1,0,30,12,2600,2148.81997235
2,2,0,0,35,12,1100,2148.81997235
2,3,1,0,72,2,1000,519.06302979
2,3,1,0,32,11,2000,519.06302979
2,3,0,0,47,16,3000,387.87126369
2,3,1,0,63,6,1650,396.42804897
2,3,0,0,24,15,850,396.42804897
2,3,0,0,27,11,1115,533.1927194800001
2,3,1,0,32,12,1120,480.9411613
2,3,1,0,56,0,600,418.97089147
2,3,0,0,34,16,1045,386.38455967
2,3,1,0,32,12,1100,649.0508498100001
2,3,0,0,60,6,700,516.22622821
2,3,0,0,34,16,2000,516.22622821
2,3,1,0,31,12,1400,1064.26631821
2,3,1,0,58,6,520,565.6315568700001
2,3,0,0,47,12,1400,466.31648491
2,2,1,1,40,16,3000,468.24937131
2,2,1,0,54,8,1100,569.01117116
2,2,1,1,28,12,1100,569.01117116
2,2,1,1,40,5,1100,542.96995994
2,2,1,0,35,12,1100,673.43622575
2,2,0,0,46,6,2000,389.5037074
2,3,0,0,40,12,1100,436.50425747
2,3,1,0,32,12,1100,436.50425747
2,3,1,0,24,16,3000,579.88871891
2,3,0,0,24,13,1100,579.88871891
2,3,1,0,47,12,1500,345.26128662
2,3,1,0,49,12,1100,356.58809461
2,3,1,0,49,0,1500,430.09400195
2,3,1,0,47,9,1300,436.64699875
2,3,1,0,26,12,1100,436.64699875
2,3,0,0,23,16,1100,436.64699875
2,3,0,0,55,16,10000,224.73639515
2,3,1,1,62,6,2000,349.62458153
2,3,0,0,28,12,1100,565.99088976
2,3,1,1,33,12,1800,565.99088976
2,3,1,0,56,12,2800,571.01623112
2,3,1,0,30,16,3500,571.01623112
2,3,0,1,70,16,8000,374.12896779
2,3,1,1,25,16,2500,528.88659694
2,3,1,1,68,16,5000,444.50080638
2,3,0,1,25,16,2500,444.50080638
2,2,0,1,42,12,1217,239.96928054
2,2,1,0,46,4,1650,349.81129861
2,2,0,0,33,12,1100,349.81129861
2,2,1,0,23,14,1100,349.81129861
2,2,1,1,58,9,4000,287.26364827
2,2,0,0,51,16,2000,287.26364827
2,2,1,0,29,16,2000,287.26364827
2,2,0,0,43,10,1000,286.08931804
2,2,0,0,29,16,3000,475.0780434
2,2,1,0,27,12,3500,475.0780434
2,2,1,1,49,5,960,376.47930031
2,2,1,0,59,12,1100,182.49246656
2,2,1,0,54,12,1300,176.9291289
2,2,0,0,28,16,2000,260.14817161
2,2,1,0,33,16,2000,260.14817161
2,2,1,0,44,5,1500,190.81318428
2,2,0,0,40,5,1500,190.81318428
2,2,1,0,39,12,1100,229.49687773
2,2,1,0,59,8,1500,156.49998536
2,1,0,0,47,0,450,227.82076736
2,1,1,0,23,8,300,227.82076736
2,1,1,0,85,2,200,173.36917826
2,1,0,0,46,16,4400,223.78392444
2,1,1,0,43,6,120,223.78392444
2,3,0,0,57,0,1200,1489.6568466
2,3,1,0,40,16,10000,1279.0727585
2,3,1,0,22,10,400,2321.97410008
2,3,0,0,23,12,1800,2321.97410008
2,3,1,0,66,0,700,1259.88490507
2,1,1,0,34,4,600,491.40456715
2,1,1,0,19,7,600,491.40456715
2,1,1,1,23,15,700,442.55210624
2,1,1,0,16,7,600,486.2838622
2,1,1,0,47,2,700,368.38260818
2,1,1,0,50,8,1500,496.36454535
2,1,1,0,40,12,1100,489.37792685
2,1,0,0,40,16,3000,489.37792685
2,2,1,1,44,0,370,203.33202309
2,2,0,0,40,1,1100,173.76956535
2,2,1,0,38,4,550,173.76956535
2,2,0,1,44,12,1300,124.05770352
2,3,1,1,43,12,1500,853.00498064
2,3,1,1,42,1,1200,942.68742026
2,3,0,0,41,12,300,852.55693609
2,3,1,0,40,12,1200,852.55693609
2,3,1,0,33,12,1200,852.55693609
2,3,1,0,21,11,1255,999.9576888
2,3,0,0,30,12,1300,615.9868699
2,2,1,1,54,12,600,816.79992426
2,2,1,0,31,16,3000,1623.71077369
2,2,1,0,75,4,3000,781.8577614
2,2,1,0,44,12,1200,1210.22242081
2,2,0,0,41,16,1600,1210.22242081
2,2,0,0,34,16,1100,470.3571945
2,2,1,0,54,0,800,488.62179673
